Date,Year,Month number,Crime Type,Offence category,Offence type,Reporting Region,Location,Location Type,Population,Alcohol involvement,DV involvement,Counting Rules Era,is_break_month,Number of offences
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Sandover - Plenty,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Sandover - Plenty,Remote,,No,No,Nov-2023 to Mar-2025,False,5
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Sandover - Plenty,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Sandover - Plenty,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Sandover - Plenty,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Harassment & Threats,04 Harm or endanger persons,045 Driving causing serious injury,NT Balance,Sandover - Plenty,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Sandover - Plenty,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Sandover - Plenty,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",NT Balance,Sandover - Plenty,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Tanami,Remote,,No,Yes,Nov-2023 to Mar-2025,False,10
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Tanami,Remote,,Yes,No,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Tanami,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,5
2024-06,2024,6,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Tanami,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",NT Balance,Tanami,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,General Theft,07 Theft,07* Other theft,NT Balance,Tanami,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Tanami,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Sexual Offences,03 Sexual offences,"035, 039 Other sexual offences",NT Balance,Tanami,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,Tennant Creek,Tennant Creek,Regional,3000.0,No,No,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,Tennant Creek,Tennant Creek,Regional,3000.0,No,Yes,Nov-2023 to Mar-2025,False,7
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,Tennant Creek,Tennant Creek,Regional,3000.0,Yes,No,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,Tennant Creek,Tennant Creek,Regional,3000.0,Yes,Yes,Nov-2023 to Mar-2025,False,31
2024-06,2024,6,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Tennant Creek,Tennant Creek,Regional,3000.0,Yes,No,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Tennant Creek,Tennant Creek,Regional,3000.0,Yes,Yes,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,Tennant Creek,Tennant Creek,Regional,3000.0,No,No,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,Tennant Creek,Tennant Creek,Regional,3000.0,Yes,Yes,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Nov-2023 to Mar-2025,False,5
2024-06,2024,6,General Theft,07 Theft,07* Other theft,Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Nov-2023 to Mar-2025,False,20
2024-06,2024,6,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Nov-2023 to Mar-2025,False,4
2024-06,2024,6,Property Damage,11 Property damage offences,11 Property damage offences,Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Nov-2023 to Mar-2025,False,30
2024-06,2024,6,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Nov-2023 to Mar-2025,False,17
2024-06,2024,6,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,Tennant Creek,Tennant Creek,Regional,3000.0,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Thamarrurr,Remote,,No,No,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Thamarrurr,Remote,,No,Yes,Nov-2023 to Mar-2025,False,20
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Thamarrurr,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,4
2024-06,2024,6,Assault & Violence,02 Assault,022 Assault of a prescribed officer,NT Balance,Thamarrurr,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,022 Assault of a prescribed officer,NT Balance,Thamarrurr,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Thamarrurr,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Thamarrurr,Remote,,No,Yes,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Thamarrurr,Remote,,-,-,Nov-2023 to Mar-2025,False,4
2024-06,2024,6,General Theft,07 Theft,071 Motor vehicle theft and related offences,NT Balance,Thamarrurr,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,General Theft,07 Theft,07* Other theft,NT Balance,Thamarrurr,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Harassment & Threats,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",NT Balance,Thamarrurr,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Thamarrurr,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Thamarrurr,Remote,,-,-,Nov-2023 to Mar-2025,False,8
2024-06,2024,6,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Thamarrurr,Remote,,-,-,Nov-2023 to Mar-2025,False,6
2024-06,2024,6,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",NT Balance,Thamarrurr,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Robbery & Extortion,"05 Robbery, blackmail, and extortion",051 Robbery,NT Balance,Thamarrurr,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,NT Balance,Thamarrurr,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Tiwi Islands,Remote,2348.0,No,No,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Tiwi Islands,Remote,2348.0,No,Yes,Nov-2023 to Mar-2025,False,4
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Tiwi Islands,Remote,2348.0,Yes,Yes,Nov-2023 to Mar-2025,False,5
2024-06,2024,6,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Tiwi Islands,Remote,2348.0,-,-,Nov-2023 to Mar-2025,False,9
2024-06,2024,6,General Theft,07 Theft,07* Other theft,NT Balance,Tiwi Islands,Remote,2348.0,-,-,Nov-2023 to Mar-2025,False,6
2024-06,2024,6,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Tiwi Islands,Remote,2348.0,-,-,Nov-2023 to Mar-2025,False,9
2024-06,2024,6,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Tiwi Islands,Remote,2348.0,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,NT Balance,Tiwi Islands,Remote,2348.0,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Unknown / not stated,Remote,,No,No,Nov-2023 to Mar-2025,False,4
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Unknown / not stated,Remote,,No,Yes,Nov-2023 to Mar-2025,False,4
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Unknown / not stated,Remote,,Yes,No,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Unknown / not stated,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Unknown / not stated,Remote,,No,No,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Unknown / not stated,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,General Theft,07 Theft,07* Other theft,NT Balance,Unknown / not stated,Remote,,-,-,Nov-2023 to Mar-2025,False,6
2024-06,2024,6,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Unknown / not stated,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Unknown / not stated,Remote,,-,-,Nov-2023 to Mar-2025,False,10
2024-06,2024,6,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Unknown / not stated,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,NT Balance,Unknown / not stated,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Victoria River,Remote,,No,Yes,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Victoria River,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,5
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Victoria River,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Victoria River,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Victoria River,Remote,,Yes,No,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Victoria River,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,General Theft,07 Theft,07* Other theft,NT Balance,Victoria River,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Victoria River,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Victoria River,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Virginia,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Virginia,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Virginia,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Virginia,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,General Theft,07 Theft,07* Other theft,NT Balance,Virginia,Remote,,-,-,Nov-2023 to Mar-2025,False,9
2024-06,2024,6,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,NT Balance,Virginia,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Virginia,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Weddell,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Weddell,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,General Theft,07 Theft,07* Other theft,NT Balance,Weddell,Remote,,-,-,Nov-2023 to Mar-2025,False,6
2024-06,2024,6,Homicide,01 Homicide,0132 Driving causing death,NT Balance,Weddell,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Weddell,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,West Arnhem,Remote,5204.0,No,No,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,West Arnhem,Remote,5204.0,No,Yes,Nov-2023 to Mar-2025,False,7
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,West Arnhem,Remote,5204.0,Yes,No,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,West Arnhem,Remote,5204.0,Yes,Yes,Nov-2023 to Mar-2025,False,8
2024-06,2024,6,Assault & Violence,02 Assault,022 Assault of a prescribed officer,NT Balance,West Arnhem,Remote,5204.0,No,No,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,NT Balance,West Arnhem,Remote,5204.0,No,Yes,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Assault & Violence,02 Assault,023 Common Assault,NT Balance,West Arnhem,Remote,5204.0,Yes,Yes,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,General Theft,07 Theft,07* Other theft,NT Balance,West Arnhem,Remote,5204.0,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,NT Balance,West Arnhem,Remote,5204.0,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,West Arnhem,Remote,5204.0,-,-,Nov-2023 to Mar-2025,False,8
2024-06,2024,6,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,West Arnhem,Remote,5204.0,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Robbery & Extortion,"05 Robbery, blackmail, and extortion",051 Robbery,NT Balance,West Arnhem,Remote,5204.0,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Sexual Offences,03 Sexual offences,"033, 034 Other child-related sexual offences",NT Balance,West Arnhem,Remote,5204.0,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Yuendumu - Anmatjere,Remote,,No,Yes,Nov-2023 to Mar-2025,False,3
2024-06,2024,6,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Yuendumu - Anmatjere,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,4
2024-06,2024,6,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,General Theft,07 Theft,07* Other theft,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Harassment & Threats,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-06,2024,6,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-06,2024,6,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,Alice Springs,Alice Springs,Regional,25912.0,No,No,Nov-2023 to Mar-2025,False,26
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,Alice Springs,Alice Springs,Regional,25912.0,No,Yes,Nov-2023 to Mar-2025,False,85
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,Alice Springs,Alice Springs,Regional,25912.0,Yes,No,Nov-2023 to Mar-2025,False,16
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,Alice Springs,Alice Springs,Regional,25912.0,Yes,Yes,Nov-2023 to Mar-2025,False,48
2024-07,2024,7,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Alice Springs,Alice Springs,Regional,25912.0,No,No,Nov-2023 to Mar-2025,False,4
2024-07,2024,7,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Alice Springs,Alice Springs,Regional,25912.0,No,Yes,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Alice Springs,Alice Springs,Regional,25912.0,Yes,No,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Alice Springs,Alice Springs,Regional,25912.0,Yes,Yes,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,023 Common Assault,Alice Springs,Alice Springs,Regional,25912.0,No,No,Nov-2023 to Mar-2025,False,16
2024-07,2024,7,Assault & Violence,02 Assault,023 Common Assault,Alice Springs,Alice Springs,Regional,25912.0,No,Yes,Nov-2023 to Mar-2025,False,12
2024-07,2024,7,Assault & Violence,02 Assault,023 Common Assault,Alice Springs,Alice Springs,Regional,25912.0,Yes,No,Nov-2023 to Mar-2025,False,9
2024-07,2024,7,Assault & Violence,02 Assault,023 Common Assault,Alice Springs,Alice Springs,Regional,25912.0,Yes,Yes,Nov-2023 to Mar-2025,False,8
2024-07,2024,7,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,26
2024-07,2024,7,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,3
2024-07,2024,7,General Theft,07 Theft,071 Motor vehicle theft and related offences,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,12
2024-07,2024,7,General Theft,07 Theft,07* Other theft,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,171
2024-07,2024,7,Harassment & Threats,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,11
2024-07,2024,7,Harassment & Threats,04 Harm or endanger persons,045 Driving causing serious injury,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,3
2024-07,2024,7,Homicide,01 Homicide,0132 Driving causing death,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Property Damage,11 Property damage offences,11 Property damage offences,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,228
2024-07,2024,7,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,78
2024-07,2024,7,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,25
2024-07,2024,7,Robbery & Extortion,"05 Robbery, blackmail, and extortion",051 Robbery,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,7
2024-07,2024,7,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,7
2024-07,2024,7,Sexual Offences,03 Sexual offences,032 Sexual assault of a child,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,2
2024-07,2024,7,Sexual Offences,03 Sexual offences,"035, 039 Other sexual offences",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Alligator,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Alligator,Remote,,No,Yes,Nov-2023 to Mar-2025,False,2
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Alligator,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,2
2024-07,2024,7,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Alligator,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Alligator,Remote,,Yes,No,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,General Theft,07 Theft,07* Other theft,NT Balance,Alligator,Remote,,-,-,Nov-2023 to Mar-2025,False,6
2024-07,2024,7,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Alligator,Remote,,-,-,Nov-2023 to Mar-2025,False,5
2024-07,2024,7,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Alligator,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-07,2024,7,Sexual Offences,03 Sexual offences,"033, 034 Other child-related sexual offences",NT Balance,Alligator,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Anindilyakwa,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Anindilyakwa,Remote,,No,Yes,Nov-2023 to Mar-2025,False,3
2024-07,2024,7,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Anindilyakwa,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Anindilyakwa,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2024-07,2024,7,General Theft,07 Theft,07* Other theft,NT Balance,Anindilyakwa,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2024-07,2024,7,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Anindilyakwa,Remote,,-,-,Nov-2023 to Mar-2025,False,4
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Barkly,Remote,,No,No,Nov-2023 to Mar-2025,False,3
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Barkly,Remote,,No,Yes,Nov-2023 to Mar-2025,False,3
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Barkly,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,6
2024-07,2024,7,Assault & Violence,02 Assault,022 Assault of a prescribed officer,NT Balance,Barkly,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Barkly,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Barkly,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Barkly,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,General Theft,07 Theft,07* Other theft,NT Balance,Barkly,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2024-07,2024,7,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,NT Balance,Barkly,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2024-07,2024,7,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Barkly,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Daly,Remote,,No,No,Nov-2023 to Mar-2025,False,3
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Daly,Remote,,Yes,No,Nov-2023 to Mar-2025,False,3
2024-07,2024,7,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Daly,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,3
2024-07,2024,7,Assault & Violence,02 Assault,022 Assault of a prescribed officer,NT Balance,Daly,Remote,,No,No,Nov-2023 to Mar-2025,False,1
