Date,Year,Month number,Crime Type,Offence category,Offence type,Reporting Region,Location,Location Type,Population,Alcohol involvement,DV involvement,Counting Rules Era,is_break_month,Number of offences
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Alice Springs,Alice Springs,Regional,25912.0,No,No,Nov-2023 to Mar-2025,False,28
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Alice Springs,Alice Springs,Regional,25912.0,No,Yes,Nov-2023 to Mar-2025,False,60
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Alice Springs,Alice Springs,Regional,25912.0,Yes,No,Nov-2023 to Mar-2025,False,19
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Alice Springs,Alice Springs,Regional,25912.0,Yes,Yes,Nov-2023 to Mar-2025,False,45
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Alice Springs,Alice Springs,Regional,25912.0,No,No,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Alice Springs,Alice Springs,Regional,25912.0,No,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Alice Springs,Alice Springs,Regional,25912.0,Yes,No,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Alice Springs,Alice Springs,Regional,25912.0,Yes,Yes,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Alice Springs,Alice Springs,Regional,25912.0,No,No,Nov-2023 to Mar-2025,False,14
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Alice Springs,Alice Springs,Regional,25912.0,No,Yes,Nov-2023 to Mar-2025,False,8
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Alice Springs,Alice Springs,Regional,25912.0,Yes,No,Nov-2023 to Mar-2025,False,9
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Alice Springs,Alice Springs,Regional,25912.0,Yes,Yes,Nov-2023 to Mar-2025,False,12
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,52
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,6
2023-12,2023,12,General Theft,07 Theft,071 Motor vehicle theft and related offences,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,19
2023-12,2023,12,General Theft,07 Theft,07* Other theft,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,153
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,7
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,045 Driving causing serious injury,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,6
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,274
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,115
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,20
2023-12,2023,12,Robbery & Extortion,"05 Robbery, blackmail, and extortion",051 Robbery,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,3
2023-12,2023,12,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,Alice Springs,Alice Springs,Regional,25912.0,-,-,Nov-2023 to Mar-2025,False,8
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Alligator,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Alligator,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Alligator,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Alligator,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,General Theft,07 Theft,071 Motor vehicle theft and related offences,NT Balance,Alligator,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,General Theft,07 Theft,07* Other theft,NT Balance,Alligator,Remote,,-,-,Nov-2023 to Mar-2025,False,10
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Alligator,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2023-12,2023,12,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,NT Balance,Alligator,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Anindilyakwa,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Anindilyakwa,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,General Theft,07 Theft,07* Other theft,NT Balance,Anindilyakwa,Remote,,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Anindilyakwa,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Anindilyakwa,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Anindilyakwa,Remote,,-,-,Nov-2023 to Mar-2025,False,8
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",NT Balance,Anindilyakwa,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Robbery & Extortion,"05 Robbery, blackmail, and extortion",051 Robbery,NT Balance,Anindilyakwa,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Barkly,Remote,,No,Yes,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Barkly,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Barkly,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Barkly,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Barkly,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,General Theft,07 Theft,07* Other theft,NT Balance,Barkly,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Barkly,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Barkly,Remote,,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Barkly,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2023-12,2023,12,Sexual Offences,03 Sexual offences,032 Sexual assault of a child,NT Balance,Barkly,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Daly,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Daly,Remote,,Yes,No,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Daly,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,NT Balance,Daly,Remote,,Yes,No,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Daly,Remote,,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,General Theft,07 Theft,07* Other theft,NT Balance,Daly,Remote,,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Daly,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Darwin,Darwin,Urban,139902.0,No,No,Nov-2023 to Mar-2025,False,46
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Darwin,Darwin,Urban,139902.0,No,Yes,Nov-2023 to Mar-2025,False,23
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Darwin,Darwin,Urban,139902.0,Yes,No,Nov-2023 to Mar-2025,False,47
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Darwin,Darwin,Urban,139902.0,Yes,Yes,Nov-2023 to Mar-2025,False,44
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Darwin,Darwin,Urban,139902.0,No,No,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Darwin,Darwin,Urban,139902.0,No,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Darwin,Darwin,Urban,139902.0,Yes,No,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Darwin,Darwin,Urban,139902.0,Yes,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Darwin,Darwin,Urban,139902.0,No,No,Nov-2023 to Mar-2025,False,25
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Darwin,Darwin,Urban,139902.0,No,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Darwin,Darwin,Urban,139902.0,Yes,No,Nov-2023 to Mar-2025,False,15
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Darwin,Darwin,Urban,139902.0,Yes,Yes,Nov-2023 to Mar-2025,False,6
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,22
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,General Theft,07 Theft,071 Motor vehicle theft and related offences,Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,15
2023-12,2023,12,General Theft,07 Theft,07* Other theft,Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,291
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,12
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Homicide,01 Homicide,0132 Driving causing death,Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,171
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,34
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Robbery & Extortion,"05 Robbery, blackmail, and extortion",051 Robbery,Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,16
2023-12,2023,12,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,19
2023-12,2023,12,Sexual Offences,03 Sexual offences,"033, 034 Other child-related sexual offences",Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Sexual Offences,03 Sexual offences,"035, 039 Other sexual offences",Darwin,Darwin,Urban,139902.0,-,-,Nov-2023 to Mar-2025,False,3
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,East Arnhem,Remote,6989.0,No,No,Nov-2023 to Mar-2025,False,5
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,East Arnhem,Remote,6989.0,No,Yes,Nov-2023 to Mar-2025,False,17
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,East Arnhem,Remote,6989.0,Yes,No,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,East Arnhem,Remote,6989.0,Yes,Yes,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,NT Balance,East Arnhem,Remote,6989.0,No,No,Nov-2023 to Mar-2025,False,5
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,NT Balance,East Arnhem,Remote,6989.0,No,Yes,Nov-2023 to Mar-2025,False,3
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,East Arnhem,Remote,6989.0,-,-,Nov-2023 to Mar-2025,False,8
2023-12,2023,12,General Theft,07 Theft,07* Other theft,NT Balance,East Arnhem,Remote,6989.0,-,-,Nov-2023 to Mar-2025,False,5
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,East Arnhem,Remote,6989.0,-,-,Nov-2023 to Mar-2025,False,14
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,East Arnhem,Remote,6989.0,-,-,Nov-2023 to Mar-2025,False,6
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",NT Balance,East Arnhem,Remote,6989.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,NT Balance,East Arnhem,Remote,6989.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Elsey,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Elsey,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Elsey,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,9
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Elsey,Remote,,No,No,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,General Theft,07 Theft,07* Other theft,NT Balance,Elsey,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Elsey,Remote,,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Gulf,Remote,,No,No,Nov-2023 to Mar-2025,False,7
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Gulf,Remote,,No,Yes,Nov-2023 to Mar-2025,False,9
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Gulf,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,9
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,NT Balance,Gulf,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Gulf,Remote,,-,-,Nov-2023 to Mar-2025,False,5
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",NT Balance,Gulf,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,General Theft,07 Theft,07* Other theft,NT Balance,Gulf,Remote,,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Gulf,Remote,,-,-,Nov-2023 to Mar-2025,False,6
2023-12,2023,12,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,NT Balance,Gulf,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Howard Springs,Remote,,No,No,Nov-2023 to Mar-2025,False,3
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Howard Springs,Remote,,No,No,Nov-2023 to Mar-2025,False,6
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Howard Springs,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",NT Balance,Howard Springs,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",NT Balance,Howard Springs,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,General Theft,07 Theft,071 Motor vehicle theft and related offences,NT Balance,Howard Springs,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,General Theft,07 Theft,07* Other theft,NT Balance,Howard Springs,Remote,,-,-,Nov-2023 to Mar-2025,False,6
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Howard Springs,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Howard Springs,Remote,,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Howard Springs,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,NT Balance,Howard Springs,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Humpty Doo,Remote,,No,No,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,NT Balance,Humpty Doo,Remote,,Yes,Yes,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,NT Balance,Humpty Doo,Remote,,No,Yes,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,General Theft,07 Theft,071 Motor vehicle theft and related offences,NT Balance,Humpty Doo,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,General Theft,07 Theft,07* Other theft,NT Balance,Humpty Doo,Remote,,-,-,Nov-2023 to Mar-2025,False,7
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",NT Balance,Humpty Doo,Remote,,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,NT Balance,Humpty Doo,Remote,,-,-,Nov-2023 to Mar-2025,False,3
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",NT Balance,Humpty Doo,Remote,,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Katherine,Katherine,Regional,10000.0,No,No,Nov-2023 to Mar-2025,False,14
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Katherine,Katherine,Regional,10000.0,No,Yes,Nov-2023 to Mar-2025,False,22
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Katherine,Katherine,Regional,10000.0,Yes,No,Nov-2023 to Mar-2025,False,10
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Katherine,Katherine,Regional,10000.0,Yes,Yes,Nov-2023 to Mar-2025,False,29
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Katherine,Katherine,Regional,10000.0,Yes,No,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Katherine,Katherine,Regional,10000.0,No,No,Nov-2023 to Mar-2025,False,5
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Katherine,Katherine,Regional,10000.0,Yes,No,Nov-2023 to Mar-2025,False,5
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Katherine,Katherine,Regional,10000.0,Yes,Yes,Nov-2023 to Mar-2025,False,7
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,13
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,General Theft,07 Theft,071 Motor vehicle theft and related offences,Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,General Theft,07 Theft,07* Other theft,Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,31
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,6
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,045 Driving causing serious injury,Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,049 Other acts that harm or endanger persons,Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,52
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,19
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Robbery & Extortion,"05 Robbery, blackmail, and extortion",051 Robbery,Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,Sexual Offences,03 Sexual offences,032 Sexual assault of a child,Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Sexual Offences,03 Sexual offences,"033, 034 Other child-related sexual offences",Katherine,Katherine,Regional,10000.0,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Nhulunbuy,Nhulunbuy,Remote,4000.0,No,No,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Nhulunbuy,Nhulunbuy,Remote,4000.0,Yes,No,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Nhulunbuy,Nhulunbuy,Remote,4000.0,Yes,Yes,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Nhulunbuy,Nhulunbuy,Remote,4000.0,No,No,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Commercial B&E,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Nov-2023 to Mar-2025,False,4
2023-12,2023,12,General Theft,07 Theft,071 Motor vehicle theft and related offences,Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,General Theft,07 Theft,07* Other theft,Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Nov-2023 to Mar-2025,False,5
2023-12,2023,12,Harassment & Threats,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Nov-2023 to Mar-2025,False,2
2023-12,2023,12,Property Damage,11 Property damage offences,11 Property damage offences,Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Nov-2023 to Mar-2025,False,6
2023-12,2023,12,Residential B&E,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Robbery & Extortion,"05 Robbery, blackmail, and extortion",052 Blackmail or other extortion,Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Sexual Offences,03 Sexual offences,031 Sexual assault of an adult,Nhulunbuy,Nhulunbuy,Remote,4000.0,-,-,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Palmerston,Palmerston,Urban,37247.0,No,No,Nov-2023 to Mar-2025,False,16
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Palmerston,Palmerston,Urban,37247.0,No,Yes,Nov-2023 to Mar-2025,False,12
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Palmerston,Palmerston,Urban,37247.0,Yes,No,Nov-2023 to Mar-2025,False,7
2023-12,2023,12,Assault & Violence,02 Assault,021 Serious Assault,Palmerston,Palmerston,Urban,37247.0,Yes,Yes,Nov-2023 to Mar-2025,False,30
2023-12,2023,12,Assault & Violence,02 Assault,022 Assault of a prescribed officer,Palmerston,Palmerston,Urban,37247.0,No,No,Nov-2023 to Mar-2025,False,1
2023-12,2023,12,Assault & Violence,02 Assault,023 Common Assault,Palmerston,Palmerston,Urban,37247.0,No,No,Nov-2023 to Mar-2025,False,8
