As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region,Statistical Area 2,Number of offences
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,Darwin,,34
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,Katherine,,4
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,Nhulunbuy,,2
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,NT Balance,Anindilyakwa,9
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,NT Balance,East Arnhem,10
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,NT Balance,Elsey,1
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,1
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,NT Balance,Sandover - Plenty,3
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,NT Balance,Tanami,1
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,8
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,3
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,NT Balance,Victoria River,1
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,NT Balance,West Arnhem,2
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,5
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,Palmerston,,11
2/04/2024,2014,1,House break-ins,House break-ins actual,-,-,Tennant Creek,,1
2/04/2024,2014,1,House break-ins,House break-ins attempted,-,-,Alice Springs,,6
2/04/2024,2014,1,House break-ins,House break-ins attempted,-,-,Darwin,,1
2/04/2024,2014,1,House break-ins,House break-ins attempted,-,-,NT Balance,Anindilyakwa,1
2/04/2024,2014,1,House break-ins,House break-ins attempted,-,-,NT Balance,East Arnhem,2
2/04/2024,2014,1,House break-ins,House break-ins attempted,-,-,NT Balance,Thamarrurr,1
2/04/2024,2014,1,House break-ins,House break-ins attempted,-,-,NT Balance,Victoria River,1
2/04/2024,2014,1,House break-ins,House break-ins attempted,-,-,Palmerston,,1
2/04/2024,2014,1,House break-ins,House break-ins attempted,-,-,Tennant Creek,,2
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,,16
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,,26
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Katherine,,2
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Nhulunbuy,,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Alligator,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Anindilyakwa,3
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,3
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Thamarrurr,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Tiwi Islands,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Virginia,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Weddell,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,,11
2/04/2024,2014,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,,9
2/04/2024,2014,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,,40
2/04/2024,2014,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Nhulunbuy,,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Alligator,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Anindilyakwa,3
2/04/2024,2014,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Koolpinyah,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Victoria River,1
2/04/2024,2014,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,,16
2/04/2024,2014,1,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Alice Springs,,3
2/04/2024,2014,1,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,,2
2/04/2024,2014,1,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Katherine,,4
2/04/2024,2014,1,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Gulf,1
2/04/2024,2014,1,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Howard Springs,1
2/04/2024,2014,1,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Humpty Doo,1
2/04/2024,2014,1,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Yuendumu - Anmatjere,2
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,Alice Springs,,149
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,Darwin,,184
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,Katherine,,31
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,,3
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,3
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,26
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Barkly,6
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Daly,2
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,East Arnhem,24
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,3
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,10
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,1
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,1
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Koolpinyah,1
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Petermann - Simpson,3
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Sandover - Plenty,4
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Tanami,6
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,25
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,2
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Victoria River,3
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,3
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,17
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,21
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,Palmerston,,42
2/04/2024,2014,1,Property Damage Offences,Property damage offences,-,-,Tennant Creek,,18
2/04/2024,2014,1,Robbery - extortion and related offences,Robbery,-,-,Darwin,,4
2/04/2024,2014,1,Robbery - extortion and related offences,Robbery,-,-,Katherine,,1
2/04/2024,2014,1,Sexual assault and related offences,Sexual assault,-,-,Alice Springs,,4
2/04/2024,2014,1,Sexual assault and related offences,Sexual assault,-,-,Darwin,,6
2/04/2024,2014,1,Sexual assault and related offences,Sexual assault,-,-,Katherine,,1
2/04/2024,2014,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Alligator,1
2/04/2024,2014,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,East Arnhem,1
2/04/2024,2014,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Gulf,1
2/04/2024,2014,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,1
2/04/2024,2014,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Petermann - Simpson,2
2/04/2024,2014,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Tiwi Islands,2
2/04/2024,2014,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Virginia,1
2/04/2024,2014,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,West Arnhem,1
2/04/2024,2014,1,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Darwin,,2
2/04/2024,2014,1,Sexual assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Alligator,1
2/04/2024,2014,1,Sexual assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Tiwi Islands,1
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,,108
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,,226
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,,29
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Nhulunbuy,,8
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Alligator,3
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Anindilyakwa,17
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Barkly,2
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Daly,3
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,East Arnhem,12
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Elsey,2
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Gulf,4
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,4
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,4
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Petermann - Simpson,2
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tanami,5
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Thamarrurr,6
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tiwi Islands,3
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Victoria River,3
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Virginia,2
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Weddell,3
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,West Arnhem,7
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Yuendumu - Anmatjere,20
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,,75
2/04/2024,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Tennant Creek,,19
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Alice Springs,,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Alligator,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Daly,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Elsey,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Alice Springs,,2
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,,2
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,,9
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Katherine,,2
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Nhulunbuy,,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,East Arnhem,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Gulf,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Virginia,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Yuendumu - Anmatjere,1
2/04/2024,2014,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,,1
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,Alice Springs,,18
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,Darwin,,30
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,Katherine,,3
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,Nhulunbuy,,2
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Anindilyakwa,1
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Barkly,2
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,NT Balance,East Arnhem,3
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Elsey,1
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Howard Springs,1
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Humpty Doo,3
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Petermann - Simpson,4
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Sandover - Plenty,4
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Tanami,1
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Thamarrurr,6
2/04/2024,2014,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Victoria River,3
