As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region,Statistical Area 2,Number of offences
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Daly,5
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,East Arnhem,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Gulf,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Howard Springs,6
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Humpty Doo,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Sandover - Plenty,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Thamarrurr,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Tiwi Islands,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Victoria River,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,West Arnhem,5
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Yuendumu - Anmatjere,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,NT Balance,Unknown ,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,Palmerston,,13
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,No,Tennant Creek,,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,Alice Springs,,16
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,Darwin,,19
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,Katherine,,9
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Alligator,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Anindilyakwa,4
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Barkly,5
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Daly,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,East Arnhem,8
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Elsey,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Gulf,6
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Humpty Doo,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Petermann - Simpson,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Sandover - Plenty,4
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tanami,8
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Thamarrurr,19
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tiwi Islands,6
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Victoria River,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,West Arnhem,6
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,3
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,Palmerston,,12
2/04/2024,2016,5,Acts intended to cause Injury,Assault,No,Yes,Tennant Creek,,3
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,No,Alice Springs,,13
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,No,Darwin,,38
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,No,Katherine,,11
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,No,Nhulunbuy,,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Alligator,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Barkly,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Elsey,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Victoria River,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Yuendumu - Anmatjere,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,No,Palmerston,,6
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,No,Tennant Creek,,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,Alice Springs,,34
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,Darwin,,31
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,Katherine,,23
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,Nhulunbuy,,4
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Alligator,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Barkly,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Daly,7
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,East Arnhem,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Elsey,6
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Gulf,7
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Petermann - Simpson,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Sandover - Plenty,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tanami,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tiwi Islands,2
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Victoria River,3
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Weddell,1
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,West Arnhem,4
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,3
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,Palmerston,,9
2/04/2024,2016,5,Acts intended to cause Injury,Assault,Yes,Yes,Tennant Creek,,7
2/04/2024,2016,5,Acts intended to cause Injury,Other acts intended to cause injury,-,-,Darwin,,1
2/04/2024,2016,5,Acts intended to cause Injury,Other acts intended to cause injury,-,-,Katherine,,1
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,Alice Springs,,16
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,,54
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,Katherine,,4
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,Nhulunbuy,,4
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Alligator,5
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Anindilyakwa,1
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Barkly,2
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Daly,3
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,East Arnhem,8
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Elsey,3
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Gulf,5
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,2
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,4
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Petermann - Simpson,2
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tanami,3
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Thamarrurr,3
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tiwi Islands,7
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Virginia,3
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Weddell,2
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,West Arnhem,1
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,4
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,,19
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,,5
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,Alice Springs,,1
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,,7
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,East Arnhem,1
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Howard Springs,1
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Petermann - Simpson,1
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Sandover - Plenty,1
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Tanami,1
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,,4
2/04/2024,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,Tennant Creek,,3
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,Alice Springs,,14
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,Darwin,,42
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,Katherine,,7
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,NT Balance,Barkly,1
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,NT Balance,East Arnhem,1
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,1
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,1
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,NT Balance,Sandover - Plenty,1
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,NT Balance,Tanami,2
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,2
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,1
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,NT Balance,West Arnhem,3
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,2
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,Palmerston,,19
2/04/2024,2016,5,House break-ins,House break-ins actual,-,-,Tennant Creek,,10
2/04/2024,2016,5,House break-ins,House break-ins attempted,-,-,Darwin,,8
2/04/2024,2016,5,House break-ins,House break-ins attempted,-,-,NT Balance,Sandover - Plenty,1
2/04/2024,2016,5,House break-ins,House break-ins attempted,-,-,NT Balance,Victoria River,1
2/04/2024,2016,5,House break-ins,House break-ins attempted,-,-,Palmerston,,3
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,,13
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,,31
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Katherine,,5
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Nhulunbuy,,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Barkly,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,East Arnhem,4
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Elsey,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,3
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,2
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Tiwi Islands,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Virginia,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Weddell,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,,13
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,,22
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,,71
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Katherine,,3
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Alligator,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Elsey,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,2
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Petermann - Simpson,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Tanami,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Thamarrurr,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Virginia,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Weddell,1
2/04/2024,2016,5,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,,33
2/04/2024,2016,5,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Alice Springs,,4
2/04/2024,2016,5,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,,2
2/04/2024,2016,5,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Katherine,,2
2/04/2024,2016,5,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,East Arnhem,6
2/04/2024,2016,5,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Thamarrurr,1
2/04/2024,2016,5,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Victoria River,1
2/04/2024,2016,5,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,West Arnhem,1
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,Alice Springs,,159
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,Darwin,,261
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,Katherine,,15
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,,2
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,6
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,5
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Barkly,1
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Daly,4
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,East Arnhem,11
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,5
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,8
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,4
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,3
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Petermann - Simpson,8
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Sandover - Plenty,3
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Tanami,9
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,7
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,4
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Victoria River,2
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Virginia,2
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,2
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,7
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,7
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,Palmerston,,90
2/04/2024,2016,5,Property Damage Offences,Property damage offences,-,-,Tennant Creek,,23
2/04/2024,2016,5,Robbery - extortion and related offences,Robbery,-,-,Darwin,,2
2/04/2024,2016,5,Robbery - extortion and related offences,Blackmail and extortion,-,-,Darwin,,1
2/04/2024,2016,5,Sexual assault and related offences,Sexual assault,-,-,Alice Springs,,4
2/04/2024,2016,5,Sexual assault and related offences,Sexual assault,-,-,Darwin,,13
2/04/2024,2016,5,Sexual assault and related offences,Sexual assault,-,-,Katherine,,2
2/04/2024,2016,5,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Alligator,3
2/04/2024,2016,5,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Daly,1
2/04/2024,2016,5,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,1
2/04/2024,2016,5,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,2
2/04/2024,2016,5,Sexual assault and related offences,Sexual assault,-,-,Palmerston,,1
2/04/2024,2016,5,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Darwin,,3
2/04/2024,2016,5,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Palmerston,,1
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,,123
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,,258
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,,18
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Nhulunbuy,,7
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Alligator,11
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Anindilyakwa,2
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Barkly,4
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Daly,2
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,East Arnhem,21
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Elsey,4
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Gulf,6
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,5
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,5
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Petermann - Simpson,1
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Sandover - Plenty,2
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tanami,2
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Thamarrurr,2
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tiwi Islands,4
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Victoria River,2
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Virginia,3
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Weddell,7
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,West Arnhem,1
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Yuendumu - Anmatjere,4
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,,104
2/04/2024,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Tennant Creek,,17
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,,1
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Daly,2
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,West Arnhem,1
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,,2
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,,5
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Katherine,,1
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Daly,3
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,East Arnhem,1
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Gulf,1
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Koolpinyah,1
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Sandover - Plenty,1
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Thamarrurr,1
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Tiwi Islands,1
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Yuendumu - Anmatjere,1
2/04/2024,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Tennant Creek,,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,Alice Springs,,17
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,Darwin,,52
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,East Arnhem,5
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Elsey,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Gulf,6
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Howard Springs,3
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Humpty Doo,2
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Petermann - Simpson,2
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Sandover - Plenty,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Tanami,2
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Thamarrurr,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Tiwi Islands,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Victoria River,2
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Virginia,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Weddell,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,West Arnhem,3
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Yuendumu - Anmatjere,3
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,Palmerston,,10
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,No,Tennant Creek,,4
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,Alice Springs,,31
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,Darwin,,23
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,Katherine,,7
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,Nhulunbuy,,3
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Alligator,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Anindilyakwa,3
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Daly,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,East Arnhem,9
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Elsey,3
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Gulf,4
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Humpty Doo,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Sandover - Plenty,3
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tanami,6
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Thamarrurr,7
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tiwi Islands,2
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Victoria River,7
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Virginia,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Weddell,2
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,West Arnhem,7
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,6
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,Palmerston,,9
2/04/2024,2016,6,Acts intended to cause Injury,Assault,No,Yes,Tennant Creek,,8
2/04/2024,2016,6,Acts intended to cause Injury,Assault,Yes,No,Alice Springs,,30
2/04/2024,2016,6,Acts intended to cause Injury,Assault,Yes,No,Darwin,,35
2/04/2024,2016,6,Acts intended to cause Injury,Assault,Yes,No,Katherine,,5
2/04/2024,2016,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Daly,3
2/04/2024,2016,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Elsey,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Gulf,4
2/04/2024,2016,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Humpty Doo,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Victoria River,4
2/04/2024,2016,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Virginia,1
2/04/2024,2016,6,Acts intended to cause Injury,Assault,Yes,No,Palmerston,,3
