As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region,Statistical Area 2,Number of offences
1/03/2024,2014,10,Property Damage Offences,Property damage offences,-,-,NT Balance,Tanami,2
1/03/2024,2014,10,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,8
1/03/2024,2014,10,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,5
1/03/2024,2014,10,Property Damage Offences,Property damage offences,-,-,NT Balance,Victoria River,2
1/03/2024,2014,10,Property Damage Offences,Property damage offences,-,-,NT Balance,Virginia,3
1/03/2024,2014,10,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,2
1/03/2024,2014,10,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,3
1/03/2024,2014,10,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,10
1/03/2024,2014,10,Property Damage Offences,Property damage offences,-,-,Palmerston,,63
1/03/2024,2014,10,Property Damage Offences,Property damage offences,-,-,Tennant Creek,,5
1/03/2024,2014,10,Robbery - extortion and related offences,Robbery,-,-,Darwin,,5
1/03/2024,2014,10,Robbery - extortion and related offences,Robbery,-,-,NT Balance,Victoria River,1
1/03/2024,2014,10,Robbery - extortion and related offences,Robbery,-,-,Palmerston,,1
1/03/2024,2014,10,Sexual assault and related offences,Sexual assault,-,-,Alice Springs,,3
1/03/2024,2014,10,Sexual assault and related offences,Sexual assault,-,-,Darwin,,11
1/03/2024,2014,10,Sexual assault and related offences,Sexual assault,-,-,Katherine,,2
1/03/2024,2014,10,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Daly,1
1/03/2024,2014,10,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Elsey,1
1/03/2024,2014,10,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Gulf,1
1/03/2024,2014,10,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,1
1/03/2024,2014,10,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Tiwi Islands,1
1/03/2024,2014,10,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Virginia,1
1/03/2024,2014,10,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Yuendumu - Anmatjere,4
1/03/2024,2014,10,Sexual assault and related offences,Sexual assault,-,-,Palmerston,,4
1/03/2024,2014,10,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Alice Springs,,2
1/03/2024,2014,10,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Darwin,,2
1/03/2024,2014,10,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Katherine,,2
1/03/2024,2014,10,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Palmerston,,1
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,,93
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,,255
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,,40
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Nhulunbuy,,5
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Alligator,3
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Anindilyakwa,29
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Barkly,1
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,East Arnhem,4
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Elsey,6
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Gulf,6
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,4
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,9
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Petermann - Simpson,4
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Sandover - Plenty,2
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tanami,4
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Thamarrurr,1
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tiwi Islands,3
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Victoria River,4
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Virginia,8
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Weddell,6
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,West Arnhem,4
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Yuendumu - Anmatjere,3
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,,71
1/03/2024,2014,10,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Tennant Creek,,13
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Alice Springs,,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,,2
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Alligator,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Barkly,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Daly,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,East Arnhem,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Gulf,2
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,,4
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,,8
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Katherine,,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Nhulunbuy,,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Alligator,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Humpty Doo,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Sandover - Plenty,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Tanami,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Tiwi Islands,2
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Weddell,1
1/03/2024,2014,11,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,Alice Springs,,22
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,Darwin,,41
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,Katherine,,4
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Alligator,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Anindilyakwa,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Barkly,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Daly,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,East Arnhem,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Elsey,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Gulf,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Howard Springs,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Humpty Doo,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Petermann - Simpson,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Sandover - Plenty,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Tanami,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Thamarrurr,8
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Tiwi Islands,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Victoria River,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Weddell,9
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,NT Balance,Yuendumu - Anmatjere,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,Palmerston,,21
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,No,Tennant Creek,,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,Alice Springs,,11
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,Darwin,,28
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,Katherine,,8
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Alligator,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Anindilyakwa,9
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Barkly,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,East Arnhem,12
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Elsey,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Gulf,5
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Humpty Doo,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Petermann - Simpson,5
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Sandover - Plenty,5
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tanami,10
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Thamarrurr,11
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tiwi Islands,11
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Victoria River,4
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,West Arnhem,12
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,5
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,Palmerston,,6
1/03/2024,2014,11,Acts intended to cause Injury,Assault,No,Yes,Tennant Creek,,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,Alice Springs,,29
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,Darwin,,58
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,Katherine,,6
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,Nhulunbuy,,5
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Alligator,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Anindilyakwa,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Daly,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,East Arnhem,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Elsey,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Gulf,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Humpty Doo,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Petermann - Simpson,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Sandover - Plenty,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Tanami,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Tiwi Islands,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Victoria River,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Virginia,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,West Arnhem,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Yuendumu - Anmatjere,4
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,Palmerston,,5
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,No,Tennant Creek,,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,Alice Springs,,57
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,Darwin,,37
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,Katherine,,33
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,Nhulunbuy,,4
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Alligator,8
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Barkly,10
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Daly,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,East Arnhem,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Elsey,13
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Gulf,4
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Humpty Doo,1
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Petermann - Simpson,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Sandover - Plenty,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tanami,4
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Thamarrurr,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tiwi Islands,5
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Victoria River,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Weddell,3
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,West Arnhem,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,2
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,Palmerston,,20
1/03/2024,2014,11,Acts intended to cause Injury,Assault,Yes,Yes,Tennant Creek,,17
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,Alice Springs,,26
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,,32
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,Katherine,,12
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,Nhulunbuy,,1
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Alligator,1
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Anindilyakwa,8
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Barkly,1
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,East Arnhem,4
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Elsey,1
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Gulf,1
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Petermann - Simpson,3
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Sandover - Plenty,2
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tanami,2
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Thamarrurr,3
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Victoria River,4
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Virginia,3
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,1
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,,25
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,,4
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins attempted,-,-,Alice Springs,,1
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,East Arnhem,2
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Petermann - Simpson,1
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Sandover - Plenty,2
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Tiwi Islands,1
1/03/2024,2014,11,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,,1
1/03/2024,2014,11,Homicide and related Offences,Attempted murder,-,-,Darwin,,2
1/03/2024,2014,11,Homicide and related Offences,Driving causing death,-,-,Palmerston,,1
1/03/2024,2014,11,Homicide and related Offences,Driving causing death,-,-,Tennant Creek,,1
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,Alice Springs,,28
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,Darwin,,52
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,Katherine,,4
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,Nhulunbuy,,1
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,NT Balance,Alligator,1
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,NT Balance,Anindilyakwa,1
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,2
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,NT Balance,Petermann - Simpson,5
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,3
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,1
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,NT Balance,Victoria River,2
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,NT Balance,Virginia,1
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,NT Balance,West Arnhem,1
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,1
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,Palmerston,,23
1/03/2024,2014,11,House break-ins,House break-ins actual,-,-,Tennant Creek,,3
1/03/2024,2014,11,House break-ins,House break-ins attempted,-,-,Alice Springs,,2
1/03/2024,2014,11,House break-ins,House break-ins attempted,-,-,Darwin,,2
1/03/2024,2014,11,House break-ins,House break-ins attempted,-,-,Nhulunbuy,,1
1/03/2024,2014,11,House break-ins,House break-ins attempted,-,-,NT Balance,East Arnhem,2
1/03/2024,2014,11,House break-ins,House break-ins attempted,-,-,NT Balance,Petermann - Simpson,2
1/03/2024,2014,11,House break-ins,House break-ins attempted,-,-,NT Balance,Tanami,1
1/03/2024,2014,11,House break-ins,House break-ins attempted,-,-,NT Balance,Tiwi Islands,1
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,,12
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,,37
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Katherine,,3
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Nhulunbuy,,2
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Alligator,2
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Anindilyakwa,1
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Barkly,1
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Daly,1
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,East Arnhem,1
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,6
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Sandover - Plenty,2
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Tanami,2
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Thamarrurr,1
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Victoria River,3
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,,19
1/03/2024,2014,11,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Tennant Creek,,1
1/03/2024,2014,11,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,,13
1/03/2024,2014,11,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,,62
1/03/2024,2014,11,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Katherine,,3
1/03/2024,2014,11,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,2
1/03/2024,2014,11,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Petermann - Simpson,1
1/03/2024,2014,11,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Virginia,2
1/03/2024,2014,11,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Weddell,2
1/03/2024,2014,11,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,West Arnhem,1
1/03/2024,2014,11,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,,15
1/03/2024,2014,11,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Alice Springs,,1
1/03/2024,2014,11,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,,2
1/03/2024,2014,11,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,East Arnhem,1
1/03/2024,2014,11,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Thamarrurr,2
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,Alice Springs,,81
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,Darwin,,154
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,Katherine,,39
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,,8
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,4
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,16
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Barkly,1
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Daly,2
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,East Arnhem,13
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,1
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,7
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,10
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,6
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Petermann - Simpson,7
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Sandover - Plenty,2
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Tanami,4
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,11
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,3
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Victoria River,4
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Virginia,6
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,4
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,4
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,7
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,Palmerston,,54
1/03/2024,2014,11,Property Damage Offences,Property damage offences,-,-,Tennant Creek,,4
1/03/2024,2014,11,Robbery - extortion and related offences,Robbery,-,-,Alice Springs,,2
1/03/2024,2014,11,Robbery - extortion and related offences,Robbery,-,-,Darwin,,10
1/03/2024,2014,11,Robbery - extortion and related offences,Robbery,-,-,Katherine,,1
1/03/2024,2014,11,Robbery - extortion and related offences,Robbery,-,-,Palmerston,,2
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,Alice Springs,,7
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,Darwin,,9
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,Katherine,,4
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,Nhulunbuy,,2
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Alligator,1
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,NT Balance,East Arnhem,1
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,1
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Tanami,1
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Tiwi Islands,1
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Victoria River,1
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,NT Balance,West Arnhem,1
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Yuendumu - Anmatjere,3
1/03/2024,2014,11,Sexual assault and related offences,Sexual assault,-,-,Palmerston,,4
1/03/2024,2014,11,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Darwin,,3
1/03/2024,2014,11,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,,110
1/03/2024,2014,11,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,,265
1/03/2024,2014,11,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,,38
